idx,sha,A,M,D,boot,adds,removes,updates,moves,matched,wall_ms
0,472723f1cccb8cb1e74ef52e47ccb2fbdc6c3e3d,0,0,0,0,0,0,0,0,0,38.73
1,2552a2488f2674e2fc3abea02272e85ff13a3ee4,0,2,0,2,23,1,0,4,73,835.29
2,21da30456f4c23aae1f40b3446f74565d5b6d917,0,0,0,0,0,0,0,0,0,40.52
3,c0e190cdefabc7c59b11bbe0de843baec78efe3f,0,17,0,15,0,0,0,0,653,2162.01
4,ee855fe1aa4a4f549c9d91c81ee53f448828d81a,0,2,0,0,0,8,0,7,79,231.06
5,ba58c9a7040e778b6c8cf9dc59d97858c2617afe,0,1,0,0,0,22,0,0,111,166.7
6,081f0d2353ffb86db3aa3a5080e00b0b0aee7c4a,1,0,0,0,0,0,0,0,0,223.79
7,3310531d8752c9d19bf3083f9b0c062c2578ba52,0,1,0,0,0,0,0,0,137,123.14
8,14b42f795641e13f9703286a527015cbf99a7788,0,1,0,0,7,0,0,5,111,290.67
9,98f64070891a34e3a8b3f0483a7f5397b8a6933b,0,2,0,0,1,2,0,4,148,349.39
10,60d0587e8fca7197683b55e00537c32ddee4795d,0,0,1,0,0,0,0,0,0,147.92
11,8c884ee6a6433745e68febdc68f0b22520a7e335,0,1,0,0,0,1,0,2,136,174.78
12,739b2df6806c10b934f69e6181555fccb85cd9b8,1,0,0,0,0,0,0,0,0,260.85
13,295734f6abb69d0c184faa0085ca198040b2adbf,0,4,0,0,12,22,0,14,127,395.18
14,d925b157f42b13cb410a86e8850c23a11de3d2f1,0,1,0,0,76,2,0,23,134,273.74
15,eae1bd52ef1d991834151898e768e57de8bb07bf,0,1,0,0,0,0,0,0,210,189.15
16,7fd9268f7b89afa2e41b526f1f4d7bfc90a519cf,0,1,0,0,2,0,0,16,210,222.43
17,66b103895720700c5ea47e8f75a1105aca6e9342,0,1,0,0,1,0,0,3,212,195.26
18,3220af1fe2fad8da1f5bcc101ab9d3e8919b03bd,0,5,0,5,78,16,0,5,300,1073.34
19,d2ec321a03e654552ee364f6572437f233b0c226,2,2,0,2,5,39,0,2,272,907.92
20,6b80dbb97b3d9b533f60d5c09639ea6c7c5f2be5,0,2,0,1,5,0,0,14,287,380.16
21,ef1e30bf5b0aba1758522f8cacd2804d3bfbd4fb,0,1,0,0,15,0,0,6,247,192.88
22,e1845ba1d80f0ba89d01d450c066aae90b416ab1,0,1,0,0,0,6,0,0,256,168.85
23,84a5803a7e5235e3fa0af7de8e40bdf77ff9affe,0,1,0,1,6,0,0,0,12,261.03
24,7e154a36f74ad0ea7e0f6d48b71a5a73d99330e7,0,2,0,2,1,0,0,0,94,408.58
25,3f0b67b6ac864befccfdd4bb5dee08c0b33c3b43,2,20,0,17,149,46,0,18,916,3413.8
26,f1a53b972eb1f8e75db54d3272d9eb7c398e238a,0,16,0,9,83,0,0,49,1186,2312.42
27,5e2a9a560d847bd0cf364d86bd6784f70d99c71a,0,9,0,4,3,34,0,41,794,1162.88
28,5ba48348b3abb8f84fda0798d992ff2e0a04051d,1,10,0,1,47,4,0,44,768,1135.68
29,4524f384dc041f33297b47b181be6b59061577b4,0,1,0,0,0,0,0,0,105,120.93
30,74c54c7eeb236cbf66710751165ea9f632cf3f52,0,1,0,0,0,0,0,0,3,127.98
31,84a3a9a3d9a5f1c4936dfb9d65b4bf0cd3b445d6,1,3,0,1,32,2,0,19,481,729.28
32,cc859dcca791dc8e1e6eeabe8b88387a11241b24,0,9,0,3,19,0,0,12,850,1217.07
33,74e22092519270428c067a5209ec3028e0745bea,0,1,0,0,3,0,0,3,101,170.77
34,23d7fc470638c4dffa5ca005ef2e3d34c14dc92e,0,23,0,12,247,22,0,56,1821,2744.39
35,9bc47bc1365d17c34f8d43239846de28219a663c,4,0,0,0,0,0,0,0,0,390.96
36,e287e02b12ca3ca00184fabf07a7dc0a52571a23,0,2,0,0,1,0,0,3,650,336.19
37,98952b3cc7bb9b08ad553da014c80b79d0bc24d6,0,3,0,0,0,1,0,5,760,410.62
38,ec075c5a853e4168ff30cf133493588671aa2fac,0,2,0,0,37,20,0,16,631,392.34
39,02311c0642b3358e8180191ea0542e985ed0f6dc,0,5,0,0,117,59,0,29,620,522.78
40,93af67cd4f75d2f4cc3a25ad999fe6349925504e,0,21,0,10,31,24,0,6,1504,2075.93
41,99f10739b5921534dddc6e3773e4f8a05b8909b0,0,9,0,2,59,34,0,16,924,882.51
42,c24740c7b0f6a6e7c66659da786a346650b76766,10,1,0,0,0,17,0,0,99,798.15
43,bf83131dffbdb6c39de0135e0426701ca141f150,0,2,0,0,0,0,0,0,104,114.39
44,547ccedcfa081de2679f9607e4e868041c2cc55f,0,3,0,2,25,0,0,4,273,509.88
45,bb01847579dcf86841956c29278649bcf8609732,0,3,0,1,24,0,0,2,652,504.65
46,dcc88408c98a07cb9a816ab55cd81e55f1d2217d,0,3,0,1,12,2,0,10,313,379.79
47,d0c019a07ee63a8c31de2d60513ed8f03494e348,0,1,0,0,35,269,0,18,173,240.36
48,f1c6e97d718581566d037a48640ac3d869d1f15a,0,10,0,2,52,43,0,38,941,1104.14
49,e3dfad304e6c2ffc146cdb9bc25a1d683f289ace,0,1,0,0,1,0,0,0,211,122.24
50,cd3ce27d4baf5434676ec040d64663ad3ce09817,0,5,0,0,42,24,0,23,528,412.56
51,8034390ef0f49a1ed180bc1e883dbbd1f6d864a0,0,4,0,2,0,0,0,0,151,425.4
52,83a9aa55d340f6b2720394a49f01a88509e17e52,0,2,0,0,7,3,0,15,203,222.65
53,fc0e03f79131746da81c05c12e056862c08d79d4,17,12,0,3,175,67,0,39,580,2483.15
54,ff05e9b3616a222e29a42f6e8fdf41945a417f41,0,2,0,0,7,0,0,6,210,218.04
55,50f2b245c1a666400fab7ddfdebf7c1c2bdf3084,0,1,0,0,4,0,0,4,234,158.7
56,1d2e776d8c4ffbe59e40985ecfc3b010d99519d1,0,1,0,0,2,1,0,0,29,112.9
57,0386790e757fe4eeae4a179e573f71ef8c7de43c,0,1,0,0,0,0,0,0,174,99.26
58,be5edd2f8d0c0355cb33feb2ac7482b7df7dccbc,2,3,0,0,12,10,0,1,158,397.25
59,c940470e32916e2dbbe8f95bd295950a3681c5b7,1,1,0,0,0,0,0,0,22,137.96
60,043190c601f37e42c32189f3df5ddd986e57da95,2,3,0,0,82,0,0,4,127,412.48
61,7062ed7db36f913328a9124797c47f70e3461025,0,1,0,0,1,0,0,1,122,151.02
62,37356bfee09bf0dffc93d85270c342e03c36ca44,2,4,0,0,18,12,0,3,251,541.33
63,4b095760cb38c726c49e6f245ffd7dc8ccf49863,0,2,0,1,26,0,0,1,228,345.41
64,7d89867c05a7cca6e76cc48c47f8e703d68a9a43,0,7,0,3,40,0,0,9,687,787.16
65,834b6419806750ff555e8ffd104caa420004e84e,0,1,0,0,3,0,0,2,183,159.75
66,8a719e037201e343e22a3d2479651e781ddaccc1,0,1,0,0,18,0,0,0,69,141.34
67,74bc8860c3c3d582f88581fc7d9edffdfa2dc3a5,1,0,0,0,0,0,0,0,0,140.11
68,4fc74958e3569f6179c11fddace99b674c81f370,0,1,0,0,3,0,0,5,115,106.32
69,2801629964882015a9148e1c0ade22da46376faa,1,0,0,0,0,0,0,0,0,77.36
70,92d1d4cd31e1045f0e000e8d2d777c73f7529743,6,16,0,2,26,0,0,14,674,1302.78
71,4471dc08b64809f3cdcbff6b8c830e13df87b117,0,1,0,0,2,0,0,1,164,174.37
72,50b734690a93e58030f69cede8d0a84d1e3f5461,7,5,5,0,49,0,0,14,326,1021.83
73,517503db2616531b08ee4d08d39c0e1c0bd19e97,0,1,0,0,1,0,0,12,166,157.95
74,a93ef199b2375c422e35d82ac7aa3a2fdacc1e74,0,3,0,0,5,0,0,4,59,222.8
75,6f4dea9dbce5cc9f69a917182981b41a56a98a85,0,2,0,0,0,0,0,0,204,187.94
76,688e38ce45a7358a1e0bb359aa9b1a698a841619,1,25,0,4,102,46,0,44,2040,2022.3
77,a611178408cf8497054ff015caba18cfcff70a60,0,2,0,0,0,0,0,0,248,176.99
78,0636928d961a6ceaab46d908f9372d913c3e5faf,6,10,5,1,81,3,0,10,612,1700.67
79,0839def4bdbfd9f5939e463f42cfbc81a98a8eff,0,2,0,0,507,18,0,19,135,528.82
80,10311c138923dcded5d8f57f587c7f7ef1119dac,0,3,0,1,30,12,0,10,81,415.82
81,8f0003f9b694b4da5fbd2f86db872d77a43eb63f,0,1,0,0,18,10,0,15,176,192.95
82,01d2a25235841feb01eac55f6ea5141750225a21,0,5,0,2,52,33,0,19,542,775.57
83,1eb5f53aa4f5c5c0f67ce62d86e8d9b4e5bbc500,0,2,0,0,0,0,0,0,251,187.77
84,c41c7b40b63ecd668c727a897f29e276a1c5adf7,0,2,0,0,0,0,0,0,182,176.63
85,c62cff355936eea2a96e3b9678c761334fce8ee2,0,2,0,0,20,412,0,16,331,329.42
86,991195416e0c179d2d2a79891d0214244c287618,0,2,0,0,4,18,0,4,230,326.72
87,c5df2a8e3acca1e2c905fa6b78e73e09b1dd0cd7,0,5,0,1,27,0,0,13,580,788.92
88,d8fe98efee5a44ae12c1e3484fa20f89b0f30054,1,15,0,0,74,1,0,51,781,1331.09
89,6adaffd8ea4bc1f40bd5cf5268c30eb2df1868ab,0,2,0,1,24,17,0,5,175,317.48
90,9c23d93553a33c5d85231193614d192a9945796e,0,3,1,0,111,0,0,4,348,450.22
91,b1cc72510792fdf83ac2d6f302ea07c7ea397ce4,0,1,0,0,0,0,0,0,205,147.66
92,013cda2d79e1b82755cf948b668f4fb40b4efe62,0,4,0,1,0,0,0,0,530,486.87
93,2490b1c4994295ba6c291b1109c5d67ebb4c244d,0,1,0,0,33,5,0,17,161,225.32
94,aa365639b2dd36d8feff761f09208154ce71964d,0,2,0,0,0,0,0,0,7,181.44
95,813c4230d4c25fa3f411a9b9230cd3f605f09a28,0,1,0,0,3,21,0,3,24,169.8
96,5408931a2955adf8cb9d604d17dc9b5bd47b4d57,0,5,0,1,39,2,0,6,98,488.37
97,7c5b2405d89e279fbb2590a1c16147e488588ce6,2,0,0,0,0,0,0,0,0,206.35
98,761711ecaf9ce8a876defdcaf6802c1e048edc3d,0,2,0,0,18,0,0,0,169,227.11
99,01e94e2b4a22eb0dd9ec4c3bbc353d054b1904b1,3,8,0,1,43,0,0,18,686,886.95
100,2166104aff174e2ceb45638ca7be34f1db37e3e1,0,2,0,0,30,0,0,3,303,295.5
101,ed1a548c503f041c025e00e75d338b4fc4a51f47,0,9,0,3,50,18,0,4,372,747.18
102,97358411af15b64a4bc21c58a0e477fbe9c9b79d,0,1,0,0,0,0,0,0,224,150.36
103,161b1aa16ef0821c15fc7283d87cd83336b28d1a,0,2,0,0,0,0,0,0,117,202.64
104,31dadf0242e2c4884035f9da1b67d2e916e33743,0,1,0,0,2,0,0,1,194,180.75
105,5a47ef8ecbdf574bb18bd9ee5397188097924558,0,5,0,0,32,16,0,3,27,311.91
