model,precision_buggy,recall_buggy,f1_buggy,roc_auc
Logistic Regression,0.5412883700821444,0.6650141643059491,0.5968062286486057,0.8057410066544337
Random Forest,0.7893700787401575,0.4969900849858357,0.6099521946979574,0.8542901540060147
XGBoost,0.5848375451263538,0.7457507082152974,0.6555642023346303,0.8609002198821818
